,index,user.id,image,emotion,image_size
3781,12356,dwdii,Vince_Gill_0001.jpg,happiness,"(350, 350)"
3782,6232,dwdii,Joan_Laporta_0001.jpg,neutral,"(350, 350)"
3783,5299,302,Inam-ul-Haq_0001.jpg,happiness,"(350, 350)"
3784,2716,302,Debra_Messing_0002.jpg,happiness,"(350, 350)"
3785,9972,dwdii,Queen_Elizabeth_II_0006.jpg,neutral,"(350, 350)"
3786,11986,dwdii,Tony_Blair_0009.jpg,surprise,"(350, 350)"
3787,1226,302,Bill_Gates_0002.jpg,happiness,"(350, 350)"
3788,10198,dwdii,Ricardo_Lagos_0008.jpg,happiness,"(350, 350)"
3789,5456,302,Jacques_Chirac_0047.jpg,happiness,"(350, 350)"
3790,10877,dwdii,Sammy_Sosa_0001.jpg,happiness,"(350, 350)"
3791,545,302,Andrew_Niccol_0002.jpg,neutral,"(350, 350)"
3792,6695,dwdii,Jorge_Batlle_0001.jpg,neutral,"(350, 350)"
3793,1228,302,Bill_Gates_0004.jpg,happiness,"(350, 350)"
3794,4234,302,George_W_Bush_0436.jpg,neutral,"(350, 350)"
3795,12627,dwdii,Xiang_Liu_0001.jpg,happiness,"(350, 350)"
3796,5974,dwdii,Jennifer_Garner_0011.jpg,happiness,"(350, 350)"
3797,8319,dwdii,Martha_Burk_0001.jpg,happiness,"(350, 350)"
3798,2994,302,Donald_Rumsfeld_0099.jpg,neutral,"(350, 350)"
3799,3420,302,Eva_Herzigova_0001.jpg,neutral,"(350, 350)"
3800,3685,302,Gary_Paer_0001.jpg,neutral,"(350, 350)"
3801,9133,dwdii,Naomi_Watts_0022.jpg,happiness,"(350, 350)"
3802,8408,dwdii,Mary_Landrieu_0003.jpg,happiness,"(350, 350)"
3803,7210,dwdii,Kenneth_Evans_0001.jpg,neutral,"(350, 350)"
3804,3927,302,George_W_Bush_0123.jpg,neutral,"(350, 350)"
3805,2847,302,Dinah_Turner_0001.jpg,happiness,"(350, 350)"
3806,738,302,Antonio_Banderas_0004.jpg,surprise,"(350, 350)"
3807,3707,302,Geno_Auriemma_0001.jpg,anger,"(350, 350)"
3808,11905,dwdii,Tom_Harkin_0003.jpg,neutral,"(350, 350)"
3809,9593,dwdii,Paul_Bremer_0019.jpg,neutral,"(350, 350)"
3810,1653,dwdii,Carlos_Moya_0013.jpg,neutral,"(350, 350)"
3811,2645,dwdii,David_Millar_0001.jpg,happiness,"(350, 350)"
3812,8860,dwdii,Mike_Tyson_0004.jpg,neutral,"(350, 350)"
3813,6971,dwdii,Junichiro_Koizumi_0001.jpg,neutral,"(350, 350)"
3814,11277,dwdii,Spencer_Abraham_0016.jpg,neutral,"(350, 350)"
3815,1377,302,Bob_Stoops_0002.jpg,neutral,"(350, 350)"
3816,9139,dwdii,Narendra_Modi_0001.jpg,happiness,"(350, 350)"
3817,9810,dwdii,Pete_Sampras_0002.jpg,happiness,"(350, 350)"
3818,7397,JN721,Kostya_Tszyu_0001.jpg,happiness,"(350, 350)"
3819,5380,302,Jack_Straw_0005.jpg,neutral,"(350, 350)"
3820,1519,302,Bruce_Lunsford_0001.jpg,happiness,"(350, 350)"
3821,8769,dwdii,Michel_Therrien_0001.jpg,happiness,"(350, 350)"
3822,2082,302,Clay_Campbell_0001.jpg,happiness,"(350, 350)"
3823,5132,302,Hugo_Chavez_0002.jpg,neutral,"(350, 350)"
3824,574,302,Andre_Agassi_0025.jpg,happiness,"(350, 350)"
3825,1571,302,Cameron_Diaz_0004.jpg,happiness,"(350, 350)"
3826,7120,dwdii,Kathleen_Glynn_0001.jpg,happiness,"(350, 350)"
3827,7676,JN721,Leonardo_DiCaprio_0007.jpg,happiness,"(350, 350)"
3828,5767,dwdii,Jeanette_Stauffer_0001.jpg,neutral,"(350, 350)"
3829,835,302,Ariel_Sharon_0069.jpg,happiness,"(350, 350)"
3830,1544,302,Buford_Blount_0001.jpg,happiness,"(350, 350)"
3831,12399,dwdii,Vladimir_Putin_0025.jpg,happiness,"(350, 350)"
3832,8581,dwdii,Michael_Bloomberg_0002.jpg,neutral,"(350, 350)"
3833,3110,302,Edie_Falco_0002.jpg,happiness,"(350, 350)"
3834,11946,dwdii,Tom_Ridge_0025.jpg,neutral,"(350, 350)"
3835,5280,302,Igor_Ivanov_0016.jpg,neutral,"(350, 350)"
3836,10691,dwdii,Ron_Zook_0001.jpg,neutral,"(350, 350)"
3837,10883,dwdii,Sam_Bith_0001.jpg,neutral,"(350, 350)"
3838,10835,dwdii,Sadie_Frost_0003.jpg,neutral,"(350, 350)"
3839,11745,dwdii,Tim_Henman_0009.jpg,neutral,"(350, 350)"
3840,194,302,Albert_Costa_0002.jpg,neutral,"(350, 350)"
3841,8530,dwdii,Mehmet_Okur_0001.jpg,neutral,"(350, 350)"
3842,353,302,Allan_Kemakeza_0001.jpg,happiness,"(350, 350)"
3843,9089,dwdii,Nancy_Pelosi_0007.jpg,happiness,"(350, 350)"
3844,10934,dwdii,Sasha_Alexander_0001.jpg,happiness,"(350, 350)"
3845,10606,dwdii,Roh_Moo-hyun_0003.jpg,happiness,"(350, 350)"
3846,6152,dwdii,Jim_Calhoun_0001.jpg,surprise,"(350, 350)"
3847,3276,302,Elton_John_0001.jpg,happiness,"(350, 350)"
3848,7466,JN721,Lance_Bass_0003.jpg,happiness,"(350, 350)"
3849,10290,dwdii,Richard_Myers_0006.jpg,happiness,"(350, 350)"
3850,11810,dwdii,Tommy_Franks_0016.jpg,neutral,"(350, 350)"
3851,3121,302,Edmund_Stoiber_0006.jpg,happiness,"(350, 350)"
3852,3651,302,Gala_Leon_Garcia_0001.jpg,anger,"(350, 350)"
3853,6798,dwdii,Jose_Miguel_Aleman_0001.jpg,neutral,"(350, 350)"
3854,11359,dwdii,Steven_Kinlock_0001.jpg,neutral,"(350, 350)"
3855,8665,dwdii,Michael_Kahn_0001.jpg,neutral,"(350, 350)"
3856,4915,302,Harry_Kalas_0002.jpg,happiness,"(350, 350)"
3857,4993,dwdii,Henning_Scherf_0001.jpg,happiness,"(350, 350)"
3858,4582,302,Goldie_Hawn_0005.jpg,neutral,"(350, 350)"
3859,12148,dwdii,Toshi_Izawa_0001.jpg,neutral,"(350, 350)"
3860,8447,dwdii,Matthew_Perry_0005.jpg,neutral,"(350, 350)"
3861,3206,302,Elena_Bovina_0002.jpg,neutral,"(350, 350)"
3862,11250,dwdii,Soon_Yi_0001.jpg,happiness,"(350, 350)"
3863,6685,dwdii,Jon_Gruden_0006.jpg,happiness,"(350, 350)"
3864,129,302,Aicha_El_Ouafi_0001.jpg,neutral,"(350, 350)"
3865,1631,302,Carlos_Menem_0013.jpg,happiness,"(350, 350)"
3866,8554,dwdii,Meryl_Streep_0003.jpg,happiness,"(350, 350)"
3867,58,302,Abel_Pacheco_0004.jpg,neutral,"(350, 350)"
3868,8406,dwdii,Mary_Landrieu_0001.jpg,happiness,"(350, 350)"
3869,11890,dwdii,Tom_Glavine_0001.jpg,happiness,"(350, 350)"
3870,7724,JN721,Li_Zhaoxing_0008.jpg,happiness,"(350, 350)"
3871,8285,dwdii,Mark_Philippoussis_0008.jpg,anger,"(350, 350)"
3872,5975,dwdii,Jennifer_Garner_0012.jpg,happiness,"(350, 350)"
3873,5908,dwdii,Jennifer_Aniston_0009.jpg,happiness,"(350, 350)"
3874,6925,dwdii,Julianne_Moore_0016.jpg,happiness,"(350, 350)"
3875,12396,dwdii,Vladimir_Putin_0022.jpg,neutral,"(350, 350)"
3876,10069,dwdii,Ranil_Wickremasinghe_0003.jpg,neutral,"(350, 350)"
3877,3692,302,Gary_Winnick_0002.jpg,neutral,"(350, 350)"
3878,7589,JN721,Laurent_Jalabert_0001.jpg,happiness,"(350, 350)"
3879,8101,dwdii,Manuel_Llorente_0001.jpg,happiness,"(350, 350)"
3880,4431,302,Gerhard_Schroeder_0080.jpg,happiness,"(350, 350)"
3881,9628,dwdii,Paul_Kariya_0001.jpg,neutral,"(350, 350)"
3882,12419,dwdii,Vladimir_Putin_0048.jpg,neutral,"(350, 350)"
3883,12208,dwdii,Ulrich_Kueperkoch_0001.jpg,neutral,"(350, 350)"
3884,3937,302,George_W_Bush_0133.jpg,neutral,"(350, 350)"
3885,4253,302,George_W_Bush_0455.jpg,neutral,"(350, 350)"
3886,6572,dwdii,John_Petty_0001.jpg,neutral,"(350, 350)"
3887,641,302,Angelina_Jolie_0008.jpg,neutral,"(350, 350)"
3888,7367,JN721,Kofi_Annan_0007.jpg,neutral,"(350, 350)"
3889,55,302,Abel_Pacheco_0001.jpg,neutral,"(350, 350)"
3890,4744,302,Gunter_Pleuger_0003.jpg,happiness,"(350, 350)"
3891,3975,302,George_W_Bush_0173.jpg,neutral,"(350, 350)"
3892,9115,dwdii,Naomi_Watts_0003.jpg,happiness,"(350, 350)"
3893,2538,302,Davey_Johnson_0001.jpg,happiness,"(350, 350)"
3894,208,302,Alec_Baldwin_0003.jpg,neutral,"(350, 350)"
3895,7831,dwdii,Lleyton_Hewitt_0016.jpg,happiness,"(350, 350)"
3896,9099,dwdii,Nancy_Reagan_0002.jpg,happiness,"(350, 350)"
3897,12645,dwdii,Yao_Ming_0008.jpg,neutral,"(350, 350)"
3898,3818,302,George_W_Bush_0012.jpg,surprise,"(350, 350)"
3899,7707,JN721,Lewis_Booth_0001.jpg,neutral,"(350, 350)"
3900,10339,dwdii,Ricky_Ponting_0002.jpg,neutral,"(350, 350)"
3901,2899,302,Donald_Rumsfeld_0003.jpg,neutral,"(350, 350)"
3902,11047,dwdii,Serena_Williams_0050.jpg,happiness,"(350, 350)"
3903,3023,302,Donna_Ralston_0001.jpg,neutral,"(350, 350)"
3904,9679,dwdii,Paul_Tagliabue_0003.jpg,neutral,"(350, 350)"
3905,1307,302,Binyamin_Ben-Eliezer_0002.jpg,neutral,"(350, 350)"
3906,5915,dwdii,Jennifer_Aniston_0016.jpg,happiness,"(350, 350)"
3907,12026,dwdii,Tony_Blair_0049.jpg,neutral,"(350, 350)"
3908,6209,dwdii,Jiri_Novak_0005.jpg,surprise,"(350, 350)"
3909,2200,302,Colin_Powell_0086.jpg,neutral,"(350, 350)"
3910,10995,dwdii,Sebastien_Grosjean_0002.jpg,neutral,"(350, 350)"
3911,7952,dwdii,Luiz_Inacio_Lula_da_Silva_0007.jpg,happiness,"(350, 350)"
3912,550,302,Andrew_Wetzler_0001.jpg,neutral,"(350, 350)"
3913,7838,dwdii,Lleyton_Hewitt_0023.jpg,neutral,"(350, 350)"
3914,4157,302,George_W_Bush_0359.jpg,surprise,"(350, 350)"
3915,9517,dwdii,Patrick_Ewing_0002.jpg,neutral,"(350, 350)"
3916,1938,302,Christian_Wulff_0001.jpg,happiness,"(350, 350)"
3917,9760,dwdii,Peter_Bacanovic_0002.jpg,neutral,"(350, 350)"
3918,10717,dwdii,Roy_Rogers_0001.jpg,happiness,"(350, 350)"
3919,2943,302,Donald_Rumsfeld_0047.jpg,happiness,"(350, 350)"
3920,5583,302,James_Spalding_0001.jpg,neutral,"(350, 350)"
3921,5963,dwdii,Jennifer_Connelly_0004.jpg,neutral,"(350, 350)"
3922,253,302,Alejandro_Toledo_0035.jpg,happiness,"(350, 350)"
3923,9410,dwdii,Oprah_Winfrey_0004.jpg,happiness,"(350, 350)"
3924,5807,dwdii,Jean_Chretien_0014.jpg,happiness,"(350, 350)"
3925,10077,dwdii,Rashid_Qureshi_0001.jpg,neutral,"(350, 350)"
3926,11820,dwdii,Tommy_Robredo_0001.jpg,happiness,"(350, 350)"
3927,11481,dwdii,Svetoslav_Todorov_0001.jpg,neutral,"(350, 350)"
3928,8133,dwdii,Marco_Antonio_Barrera_0006.jpg,happiness,"(350, 350)"
3929,6001,dwdii,Jennifer_Lopez_0020.jpg,neutral,"(350, 350)"
3930,8652,dwdii,Michael_Jackson_0008.jpg,neutral,"(350, 350)"
3931,10893,dwdii,Sananda_Maitreya_0001.jpg,neutral,"(350, 350)"
3932,9230,dwdii,Nestor_Kirchner_0027.jpg,neutral,"(350, 350)"
3933,1036,302,Barry_Alvarez_0001.jpg,surprise,"(350, 350)"
3934,10718,dwdii,Roy_Romanow_0001.jpg,surprise,"(350, 350)"
3935,12058,dwdii,Tony_Blair_0081.jpg,neutral,"(350, 350)"
3936,1895,302,Cherie_Blair_0004.jpg,happiness,"(350, 350)"
3937,12667,dwdii,Yevgeny_Kafelnikov_0004.jpg,neutral,"(350, 350)"
3938,10208,dwdii,Ricardo_Lagos_0018.jpg,neutral,"(350, 350)"
3939,466,302,Amelie_Mauresmo_0011.jpg,neutral,"(350, 350)"
3940,8459,dwdii,Matt_Dillon_0002.jpg,neutral,"(350, 350)"
3941,2304,302,Colin_Powell_0191.jpg,neutral,"(350, 350)"
3942,4176,302,George_W_Bush_0378.jpg,neutral,"(350, 350)"
3943,9932,dwdii,Prince_Edward_0001.jpg,neutral,"(350, 350)"
3944,5793,dwdii,Jean_Charest_0017.jpg,neutral,"(350, 350)"
3945,8125,dwdii,Marcos_Cafu_0001.jpg,happiness,"(350, 350)"
3946,7191,dwdii,Kelly_Ripa_0001.jpg,happiness,"(350, 350)"
3947,1525,302,Bruce_Van_De_Velde_0001.jpg,neutral,"(350, 350)"
3948,710,302,Ann_Veneman_0007.jpg,neutral,"(350, 350)"
3949,4557,302,Gloria_Macapagal_Arroyo_0032.jpg,neutral,"(350, 350)"
3950,1068,302,Benazir_Bhutto_0005.jpg,neutral,"(350, 350)"
3951,9551,dwdii,Pat_Summitt_0001.jpg,surprise,"(350, 350)"
3952,5865,dwdii,Jeffery_Hendren_0001.jpg,happiness,"(350, 350)"
3953,1593,302,Carla_Del_Ponte_0003.jpg,neutral,"(350, 350)"
3954,7914,dwdii,Ludivine_Sagnier_0002.jpg,happiness,"(350, 350)"
3955,7584,JN721,Lauren_Killian_0002.jpg,happiness,"(350, 350)"
3956,2471,302,Daniel_Day-Lewis_0001.jpg,happiness,"(350, 350)"
3957,3699,302,Gene_Keady_0001.jpg,anger,"(350, 350)"
3958,7370,JN721,Kofi_Annan_0011.jpg,neutral,"(350, 350)"
3959,2017,302,Chuck_Amato_0002.jpg,happiness,"(350, 350)"
3960,5588,302,James_Wattana_0001.jpg,happiness,"(350, 350)"
3961,2216,302,Colin_Powell_0102.jpg,neutral,"(350, 350)"
3962,7930,dwdii,Luis_Gonzalez_0001.jpg,happiness,"(350, 350)"
3963,367,302,Almeida_Baptista_0001.jpg,neutral,"(350, 350)"
3964,9641,dwdii,Paul_Martin_0006.jpg,happiness,"(350, 350)"
3965,8256,dwdii,Mark_Gottfried_0002.jpg,neutral,"(350, 350)"
3966,11058,dwdii,Sergei_Yushenkov_0001.jpg,surprise,"(350, 350)"
3967,11343,dwdii,Stephen_Joseph_0001.jpg,neutral,"(350, 350)"
3968,2053,302,Clara_Harris_0003.jpg,neutral,"(350, 350)"
3969,543,302,Andrew_Jarecki_0001.jpg,neutral,"(350, 350)"
3970,1308,302,Binyamin_Ben-Eliezer_0003.jpg,neutral,"(350, 350)"
3971,4995,302,Henrique_Meirelles_0002.jpg,neutral,"(350, 350)"
3972,10211,dwdii,Ricardo_Lagos_0021.jpg,neutral,"(350, 350)"
3973,39,302,Abdullah_Gul_0008.jpg,neutral,"(350, 350)"
3974,381,302,Alvaro_Uribe_0006.jpg,neutral,"(350, 350)"
3975,12184,dwdii,Tsutomu_Takebe_0001.jpg,neutral,"(350, 350)"
3976,2854,302,Dionne_Warwick_0001.jpg,happiness,"(350, 350)"
3977,7861,dwdii,Lloyd_Ward_0002.jpg,neutral,"(350, 350)"
3978,10887,dwdii,Sam_Mendes_0001.jpg,neutral,"(350, 350)"
3979,1549,302,Bulent_Ecevit_0005.jpg,neutral,"(350, 350)"
3980,3011,302,Donald_Rumsfeld_0116.jpg,neutral,"(350, 350)"
3981,3012,302,Donald_Rumsfeld_0118.jpg,neutral,"(350, 350)"
3982,1219,302,Bill_Frist_0004.jpg,surprise,"(350, 350)"
3983,116,302,Ahmed_Ahmed_0001.jpg,happiness,"(350, 350)"
3984,8849,dwdii,Mike_Sherman_0001.jpg,neutral,"(350, 350)"
3985,9492,dwdii,Pascal_Quignard_0001.jpg,neutral,"(350, 350)"
3986,4886,302,Hans_Blix_0038.jpg,happiness,"(350, 350)"
3987,2494,302,Dany_Heatley_0001.jpg,neutral,"(350, 350)"
3988,6287,dwdii,Joe_Lieberman_0012.jpg,neutral,"(350, 350)"
3989,8484,dwdii,Max_Mosley_0001.jpg,neutral,"(350, 350)"
3990,12118,dwdii,Tony_Blair_0142.jpg,happiness,"(350, 350)"
3991,4429,302,Gerhard_Schroeder_0078.jpg,happiness,"(350, 350)"
3992,4360,302,Gerhard_Schroeder_0009.jpg,neutral,"(350, 350)"
3993,5523,302,James_Cunningham_0001.jpg,neutral,"(350, 350)"
3994,7772,JN721,Lindsay_Davenport_0020.jpg,neutral,"(350, 350)"
3995,11590,dwdii,Ted_Williams_0001.jpg,happiness,"(350, 350)"
3996,7363,JN721,Kofi_Annan_0003.jpg,neutral,"(350, 350)"
3997,8897,dwdii,Milo_Djukanovic_0002.jpg,happiness,"(350, 350)"
3998,8585,dwdii,Michael_Bloomberg_0006.jpg,neutral,"(350, 350)"
3999,10569,dwdii,Roger_Clemens_0002.jpg,happiness,"(350, 350)"
4000,4436,302,Gerhard_Schroeder_0085.jpg,anger,"(350, 350)"
4001,2913,302,Donald_Rumsfeld_0017.jpg,neutral,"(350, 350)"
4002,4565,302,Gloria_Macapagal_Arroyo_0040.jpg,happiness,"(350, 350)"
4003,10622,dwdii,Roh_Moo-hyun_0020.jpg,happiness,"(350, 350)"
4004,5715,dwdii,Jayne_Yarris_0001.jpg,neutral,"(350, 350)"
4005,6413,dwdii,John_Brady_0002.jpg,anger,"(350, 350)"
4006,10218,dwdii,Ricardo_Lopez_Murphy_0001.jpg,happiness,"(350, 350)"
4007,1587,302,Candie_Kung_0004.jpg,happiness,"(350, 350)"
4008,535,302,Andrew_Bunner_0001.jpg,neutral,"(350, 350)"
4009,7598,JN721,Lawrence_MacAulay_0002.jpg,neutral,"(350, 350)"
4010,6035,dwdii,Jeremy_Greenstock_0007.jpg,neutral,"(350, 350)"
4011,3207,302,Elena_Bovina_0003.jpg,sadness,"(350, 350)"
4012,11076,dwdii,Sergio_Vieira_De_Mello_0001.jpg,sadness,"(350, 350)"
4013,12727,dwdii,Zavad_Zarif_0001.jpg,neutral,"(350, 350)"
4014,688,302,Anne_Cavers_0001.jpg,neutral,"(350, 350)"
4015,11605,dwdii,Terry_Bradshaw_0001.jpg,neutral,"(350, 350)"
4016,10079,dwdii,Raul_Castaneda_0001.jpg,happiness,"(350, 350)"
4017,2588,302,David_Beckham_0026.jpg,happiness,"(350, 350)"
4018,5792,dwdii,Jean_Charest_0016.jpg,happiness,"(350, 350)"
4019,10132,dwdii,Recep_Tayyip_Erdogan_0011.jpg,happiness,"(350, 350)"
4020,9559,dwdii,Paula_Radcliffe_0001.jpg,happiness,"(350, 350)"
4021,6068,dwdii,Jerry_Pauley_0001.jpg,neutral,"(350, 350)"
4022,9660,dwdii,Paul_ONeill_0005.jpg,neutral,"(350, 350)"
4023,7380,JN721,Kofi_Annan_0021.jpg,neutral,"(350, 350)"
4024,1814,302,Chan_Gailey_0003.jpg,neutral,"(350, 350)"
4025,2601,302,David_Brown_0001.jpg,neutral,"(350, 350)"
4026,6710,dwdii,Joschka_Fischer_0002.jpg,neutral,"(350, 350)"
4027,6343,dwdii,John_Ashcroft_0002.jpg,happiness,"(350, 350)"
4028,4635,302,Grant_Hackett_0001.jpg,happiness,"(350, 350)"
4029,3338,302,Eric_Benet_0001.jpg,happiness,"(350, 350)"
4030,3600,302,Franz_Beckenbauer_0001.jpg,neutral,"(350, 350)"
4031,1414,302,Brad_Garrett_0001.jpg,happiness,"(350, 350)"
4032,125,302,Ahmed_Qureia_0001.jpg,happiness,"(350, 350)"
4033,595,302,Andy_Graves_0001.jpg,neutral,"(350, 350)"
4034,9342,dwdii,Norah_Jones_0004.jpg,happiness,"(350, 350)"
4035,59,302,Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,happiness,"(350, 350)"
4036,2472,302,Daniel_Day-Lewis_0002.jpg,happiness,"(350, 350)"
4037,5718,dwdii,Jayson_Williams_0003.jpg,neutral,"(350, 350)"
4038,12611,dwdii,Woody_Allen_0003.jpg,neutral,"(350, 350)"
4039,2503,302,Dan_LaCoutre_0001.jpg,disgust,"(350, 350)"
4040,7039,dwdii,Justin_Gatlin_0001.jpg,sadness,"(350, 350)"
4041,6096,dwdii,Jesse_Ventura_0003.jpg,neutral,"(350, 350)"
4042,4256,302,George_W_Bush_0458.jpg,neutral,"(350, 350)"
4043,8535,dwdii,Melanie_Griffith_0002.jpg,happiness,"(350, 350)"
4044,8201,dwdii,Maribel_Dominguez_0001.jpg,anger,"(350, 350)"
4045,10201,dwdii,Ricardo_Lagos_0011.jpg,neutral,"(350, 350)"
4046,6598,dwdii,John_Snow_0003.jpg,neutral,"(350, 350)"
4047,4586,302,Gonzalo_Barrientos_0001.jpg,neutral,"(350, 350)"
4048,12009,dwdii,Tony_Blair_0032.jpg,neutral,"(350, 350)"
4049,2808,302,Diane_Ladd_0001.jpg,neutral,"(350, 350)"
4050,6427,dwdii,John_Eder_0001.jpg,happiness,"(350, 350)"
4051,8503,dwdii,Megawati_Sukarnoputri_0012.jpg,neutral,"(350, 350)"
4052,459,302,Amelie_Mauresmo_0004.jpg,neutral,"(350, 350)"
4053,8070,dwdii,Mahmoud_Abbas_0018.jpg,neutral,"(350, 350)"
4054,5444,302,Jacques_Chirac_0035.jpg,neutral,"(350, 350)"
4055,12497,dwdii,Wen_Jiabao_0012.jpg,happiness,"(350, 350)"
4056,10174,dwdii,Renee_Zellweger_0009.jpg,happiness,"(350, 350)"
4057,6470,dwdii,John_Jones_0001.jpg,happiness,"(350, 350)"
4058,6309,dwdii,Johnny_Carson_0001.jpg,happiness,"(350, 350)"
4059,5110,302,Howard_Stringer_0001.jpg,happiness,"(350, 350)"
4060,8622,dwdii,Michael_Chiklis_0005.jpg,happiness,"(350, 350)"
4061,2780,302,Derrick_Battie_0001.jpg,neutral,"(350, 350)"
4062,7031,dwdii,Justine_Henin_0002.jpg,happiness,"(350, 350)"
4063,4607,302,Gordon_Brown_0004.jpg,neutral,"(350, 350)"
4064,2621,302,David_Gest_0001.jpg,neutral,"(350, 350)"
4065,4797,302,Halle_Berry_0015.jpg,happiness,"(350, 350)"
4066,6551,dwdii,John_Negroponte_0023.jpg,happiness,"(350, 350)"
4067,11744,dwdii,Tim_Henman_0008.jpg,neutral,"(350, 350)"
4068,80,302,Adisai_Bodharamik_0001.jpg,neutral,"(350, 350)"
4069,4661,302,Gray_Davis_0023.jpg,neutral,"(350, 350)"
4070,10988,dwdii,Sean_Townsend_0001.jpg,neutral,"(350, 350)"
4071,2618,302,David_Duke_0001.jpg,happiness,"(350, 350)"
4072,5033,302,Hillary_Clinton_0003.jpg,happiness,"(350, 350)"
4073,12116,dwdii,Tony_Blair_0140.jpg,happiness,"(350, 350)"
4074,6017,dwdii,Jen_Bice_0001.jpg,anger,"(350, 350)"
4075,8923,dwdii,Misty_Dawn_Clymer_0001.jpg,happiness,"(350, 350)"
4076,3843,302,George_W_Bush_0037.jpg,neutral,"(350, 350)"
4077,3992,302,George_W_Bush_0192.jpg,neutral,"(350, 350)"
4078,2732,302,Demi_Moore_0003.jpg,neutral,"(350, 350)"
4079,699,302,Annie_Chaplin_0001.jpg,happiness,"(350, 350)"
4080,1148,302,Bijan_Namdar_Zangeneh_0002.jpg,neutral,"(350, 350)"
4081,3764,302,George_Murphy_0001.jpg,neutral,"(350, 350)"
4082,9871,dwdii,Pierce_Brosnan_0008.jpg,neutral,"(350, 350)"
4083,5004,302,Herb_Dhaliwal_0001.jpg,surprise,"(350, 350)"
4084,4168,302,George_W_Bush_0370.jpg,neutral,"(350, 350)"
4085,3256,302,Eli_Stutsman_0001.jpg,neutral,"(350, 350)"
4086,1545,302,Bulent_Ecevit_0001.jpg,neutral,"(350, 350)"
4087,702,302,Ann_Landers_0001.jpg,happiness,"(350, 350)"
4088,1191,dwdii,Bill_Clinton_0010.jpg,neutral,"(350, 350)"
4089,1255,302,Bill_Kollar_0001.jpg,neutral,"(350, 350)"
4090,12588,dwdii,Winona_Ryder_0017.jpg,happiness,"(350, 350)"
4091,2059,302,Clare_Short_0003.jpg,happiness,"(350, 350)"
4092,3166,302,Edward_Lu_0004.jpg,happiness,"(350, 350)"
4093,8979,dwdii,Mohammed_Al-Douri_0007.jpg,neutral,"(350, 350)"
4094,5164,302,Hugo_Chavez_0035.jpg,happiness,"(350, 350)"
4095,45,302,Abdullah_Gul_0014.jpg,neutral,"(350, 350)"
4096,2164,302,Colin_Powell_0049.jpg,neutral,"(350, 350)"
4097,5764,dwdii,Jean-Sebastien_Giguere_0001.jpg,happiness,"(350, 350)"
4098,74,302,Adam_Scott_0001.jpg,neutral,"(350, 350)"
4099,6149,dwdii,Jim_Beattie_0001.jpg,neutral,"(350, 350)"
4100,8981,dwdii,Mohammed_Al-Douri_0009.jpg,neutral,"(350, 350)"
4101,8473,dwdii,Maureen_Kanka_0001.jpg,neutral,"(350, 350)"
4102,4172,302,George_W_Bush_0374.jpg,neutral,"(350, 350)"
4103,7323,JN721,Kim_Weeks_0001.jpg,happiness,"(350, 350)"
4104,2420,302,Cristina_Torrens_Valero_0001.jpg,neutral,"(350, 350)"
4105,8393,dwdii,Mary_Blige_0001.jpg,happiness,"(350, 350)"
4106,8666,dwdii,Michael_Keaton_0001.jpg,neutral,"(350, 350)"
4107,6965,dwdii,Julio_Rossi_0001.jpg,anger,"(350, 350)"
4108,9373,dwdii,Norodom_Sihanouk_0001.jpg,happiness,"(350, 350)"
4109,4314,302,George_W_Bush_0518.jpg,neutral,"(350, 350)"
4110,6412,dwdii,John_Brady_0001.jpg,happiness,"(350, 350)"
4111,4220,302,George_W_Bush_0422.jpg,happiness,"(350, 350)"
4112,8353,dwdii,Martin_Gecht_0001.jpg,happiness,"(350, 350)"
4113,4423,302,Gerhard_Schroeder_0072.jpg,neutral,"(350, 350)"
4114,11026,dwdii,Serena_Williams_0028.jpg,anger,"(350, 350)"
4115,3368,302,Erika_Harold_0004.jpg,happiness,"(350, 350)"
4116,3681,302,Gary_Leon_Ridgway_0001.jpg,neutral,"(350, 350)"
4117,3153,302,Edward_Arsenault_0001.jpg,neutral,"(350, 350)"
4118,10076,dwdii,Raquel_Welch_0002.jpg,happiness,"(350, 350)"
4119,223,302,Alejandro_Toledo_0004.jpg,anger,"(350, 350)"
4120,4142,302,George_W_Bush_0344.jpg,neutral,"(350, 350)"
4121,6729,dwdii,Joseph_Biden_0004.jpg,neutral,"(350, 350)"
4122,9143,dwdii,Nastassia_Kinski_0002.jpg,happiness,"(350, 350)"
4123,11111,dwdii,Sharon_Osbourne_0001.jpg,neutral,"(350, 350)"
4124,855,302,Ari_Fleischer_0009.jpg,neutral,"(350, 350)"
4125,4485,302,Gilberto_Rodriguez_Orejuela_0002.jpg,neutral,"(350, 350)"
4126,3071,302,Dragan_Covic_0001.jpg,neutral,"(350, 350)"
4127,11734,dwdii,Tim_Duncan_0004.jpg,happiness,"(350, 350)"
4128,10131,dwdii,Recep_Tayyip_Erdogan_0010.jpg,happiness,"(350, 350)"
4129,3556,302,Francis_Mer_0001.jpg,neutral,"(350, 350)"
4130,10925,dwdii,Sarah_Michelle_Gellar_0001.jpg,happiness,"(350, 350)"
4131,7255,dwdii,Kevin_Tarrant_0001.jpg,neutral,"(350, 350)"
4132,2287,302,Colin_Powell_0174.jpg,happiness,"(350, 350)"
4133,9985,dwdii,Queen_Rania_0001.jpg,happiness,"(350, 350)"
4134,3881,302,George_W_Bush_0076.jpg,neutral,"(350, 350)"
